Sentence,Label
Sab log teyar ho jaye bhai jaan aa rahe he ........?????????????????????????????????????????????????????? 9...8....7.....6......5.....4.....3......2.....,2
Mujhe to lagta h ye yadav ni mulla h /,1
"i swear if tomorrow any niner fans start tweeting about kyle williams tomorrow , best believe i'm gonna put you on check .",1
Eid mubarak ho bhai jaan,0
Oh..ho sacchi... #salman_sir bhale aap baat kare ya na kare bas 1 baar #chhattishgadiya_sable_badiya bol de.... I_love_u... Ek aap bas acche lgte mujhe..,0
Gym time,2
@gurmeetramrahim #msgincinemas papa ji saare cinema full bhare ve h ji,2
it's our 6th birthday ! ! ! ! ! reggie your the best partner ever ! ! ! ! we would like to thank all of our brides who . . . http/URL,0
rt @ankitlal: today #delhidecides! may the honest one win!,2
yaar itna dhaansoo humor kaha se late ho . . . . .,0
Mere cmnt padhne waalo. Jab is madar chhod ka bajrangi film flop kre to samajh jaana k muslim ka haaye laga ise.,1
"well-said ! rt@someUSER "" @someUSER dook football , even the sun shines on a dog's a$$ some days . #unc """,0
hume to mammi ko bhi dhamkana padta tha . . . :p :-/,1
historical day for indian democracy. congrats delhi. #aapsweep #delhidecides,0
bhai aa jao nahi to katrina ko bol dunga;-) ;-) ;-) ;-) ;-),1
Ahoy,2
Aaj usne bhi kaat ki inn sab se,1
ab india is becoming more thriller,0
"@wakeme_up uncle, hinduism never defined what to eat and what not to. hope this feeds some sense into you. #beefban",1
#aapsweep :: aap ko ab sirf perform karna h or woh other states me bhi strong ho sakti hai,0
welcome bajarangi bijaan,2
Isi week me,2
Kamal karte ho bajrangi bhaiya itna intzar ;-),2
"if you live in the south orlando area , be on the lookout . @someUSER has its 6th site opening on october 30th near the florida mall !",0
guddu to gre kabhi clear nhi kar payega :p,1
Eid mobarak bhaijaan kyse ho serkhan kab aega bhai,0
arvind #kejriwal 2.0 gets into action http://t.co/dpv6t9usun #aapsweep #1daytomsg #vdaywith2izza happy hug day #aapstorm modi assam #aap,0
anna ne bhi aap join kar li public ko chuna laga ke,1
spring break begins early 4 #raga. wish elected rep of aam admi wud spend some time on what he is meant 2 do in 1st place. #rahulonleave,2
bajrangi bhaijaan all time blockbuster,0
@someUSER i have plans to go to cvs before work today and get something . that may be what i get . i'm going to quarantine myself today,2
chai ki chuski or chips sudup sudup,2
@gurmeetramrahim #msg3successfulweeks pitaji indeed no words to explain your rehmat......and no words to explain msg.......bless me pitaji,0
Woi to m soch ra ta,2
@someUSER tell that leprechaun joe silva to make @someUSER vs the pot head nick diaz in december . . .,2
"tomorrow our opportunity to love continues @ the boys &amp; girls club (123 jefferson) . meet us there at 10am , w/ boots and gloves if possible .",0
yahi to scam h ji . . . i wonder kabhi iss mudde pe jaanch kyu ni hui . ? :d,1
Are bhai thoda jaldi time diya hota sali nind kharab ho rahi he,2
@gurmeetramrahim #blockbustermsg papaji nzara aa gya ji .dil bago baag ho gya ji hr paase msg msg msg hoyi pyi aa ji,0
rofl ! so true,0
"To yaar party dede , bht din se koi party b ni mili ......",2
ak ki freebie dene ka jo vision hai uske liye itna paisa aayega kahan se ? ? ? jara iss par bhi to dhyan diya jaye . . . sabkuch free me dene ka bol to do par kuch do mat . . . hai na good plan ? ? ?,2
Taash ke Konse game ki baazi h ye .. rummy ya fir teen patti P,2
citizens of india /delhi are so intelligent that they always take right decisions at right time.. #delhidecides,0
ek din m apne ganv se cycle chalake milne aa raha tha aapse. Abhi m Julwania mein hoon sir .,2
yahi hoga delhi me 10 lakh ke shoot ki hawa nikelegi feku ki,1
match hrane me guddu ka maa ka bahut bada hath hota agr guddu ke papa rokte nhi . . :),1
rt @indy12if: the reactions i get from my tweets tell something about me lmao #indvsuae http://t.co/2h02av59u2,2
Aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko.,1
congrats team india for magnificent win in first match of icc world cup 2015....well done...bring cup soon in india#indvspak#cwc15,0
3:44 ho gy duss hun kii aa ??,2
koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata,1
Mera to dkhne ka man Hi Ni Kara chahta to dekh sakta tha naon,2
arvind kejriwal zyaadaa gas mat chodo ! pichli baar ki tarah :(,1
I'm vry exited... only 3 min remaining,2
she can nvr be lyk salman in hosting !,2
admission dedo please,2
nice pic bajarangi bhaiya,0
Why,2
Thk h$hi thk h,1
"@someUSER lmfao his big ass get on my nerves , you going to class tomorrow ?",1
koi muje btayega du colleges kke form r cutt off kab ayegi,2
this is the first time someone has offered to watch the notebook with me so i don't watch it alone for the 5th time . . too bad it was my mom .,2
Agr ap aur thodi der mein nhi aye toh sab pagal ho jye ge jaldi ayu....,2
is baar aap ki sarkaar . . . . vote for aap only,0
theek hai mujhe to lagta hai main ye film dekh chuuka hu sabhi loog iss film ko apne aap se relate karenge,2
it's a paradigm shift #indvssa #wontgiveitback,2
congress is paying homage to aryabhatta. #kiskidilli #delhidecides,2
"exactly what i used to do ! ghr se nikalte hi sweatr cap sb bag me ! and wapas ate tym sb pahn lia . ammi was like :) "" meri pyari beti "" :v :v",2
Hoga toh woh karrnge,2
democratic leaders see this video report &amp; the coni report &amp; find out the truth on 7th feb in maldives http/URL,2
Inhone bola ki woh toh abhi nahi aaya,2
Asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof 2 u luv u sallu bhai,0
lgta hai bhai ka watch slow hai ;-),2
Registrationg formg,2
1st time i've seen eleanor respond to hate o . o she seems to sweet to say 1 mean thing ! http/URL,2
"hahaha aise school mein top karna mushkil hota bhai , hum sab fadoo performer the contra aur mario ke :)",1
"not sure what im going to be for halloween yet . sun shine is just too obvious , larry bird is the front runner as of right now .",1
a realistic rail budget india has ever seen. no populist schemes. prabhu has the guts to full fill others promises. #railbudget2015,0
india 307-7 ovrs - 50.0 dfaa 307 hatya krne ka paryash.. :p #indvssa,1
Ghar ja ra hu,2
plss salmAn rply kr do ....<3,2
we use to b rich d day we used to get 20rs . . 20rs mein to cosco ki ball aa jati thi . .,0
Bhai movie itni chalegi ki record ho jaayega,0
jasmine curtis-smith is nominated as best new female tv personality (for nandito ako) in the 26th pmpc star awards for tv . yay ! =)),0
Salman Bhai app ko chada ni raha hu ksm as app ka naam hi Kafi hai,0
"i can challenge we can change , bring d bloody bastards on d road , n bang dem brutally behalf of millions ppl . . ! ! ppl can't even thnk abt rape , nxt time . . ! !",1
woh hame dafnane chale the par unhe nahi tha pata hum toh beej the. #aapsweep,2
@someUSER on the tv it said nikon was closed tomorrow ten it disappeared . . . . but did we have english hw ?,2
"rt @laugh_twit: kuchh to gul khilaye hain, kuchh abhi khilaane hain, par baagh mein ab bhi kaante kuchh puraane hai.. #unionbudget2015",2
Waise yaar woh toh courseg mein hoga maa,2
laddoo ki yaad aa gyi is photo se :d :),2
Imported kya?,2
"note ye application google playstore se download hogi , toh fake toh ho hi nahi sakti "" . . .",0
cannot wait to see @someUSER with my boys @someUSER and @someUSER next friday in athens !,0
aisa kuch log kahte the . . . apne liye to 11th aur 12th me ye games period hote the . . .,2
Koi dhkta bhi hoga etne comment.,2
we used to do this . . miss chalk khatam ho gye the dusre section se laaye . . . or wo 2 mnts class se bahar awesome . . still remember . . .,0
"you have two ears and one mouth. follow that ratio. listen more, talk less. bjp pay more attention to your surroundings ...#aapsweep",2
Khade khade pak gaya bhai ketna w8 karawoge ?,2
"@someUSER he'll be the eli manning of the nba , they r both 2 of the best 4th quarter players in their sports #closer #killerinstinct #splapa",0
Salman ji sirf mera hai .....hai naa salman aur oss k lye main kuch b kar sakte ......,0
rt @happychopra2311: @gurmeetramrahim #msgyouthicon lovely pick papa ji kitne sone lg rahe ho ji love u papa,0
or bta,1
Kis kis ko jawab dungachalo ek lucky draw karta hu,0
Hiii salman I form mardin we are love you bolly fans Turkey love you love you come in turkey come in Istanbul muahhh??? you we salman bhaiiiii I love you muah ????? you are films likeeee? my favorite films chori chori chupke chupke ??,0
m to us ladki k baare m soch rha hu jo buddhe ko khada kar k baiith gayi .. . #extrememannerisms,1
"and on tuesday , harry redknapp distanced himself from the job following speculation he was planning talks with the club .",1
top karenge top iss subject main,0
bhai,2
Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok,2
tu kiss k hisab se bande select krti h ?? mjhe b try kr na -* -*,2
rt @drunkvinodmehta: why aap used only green &amp; white balloons? was there a hidden message? #aapstorm #aapsweep http://t.co/vnwkb57ybi,2
Dono mein se koi bhi le lunga,1
hahaha true,2
"ha ha ha i used to do it . . . record he kabhi bhi file , assignment ya model type dusro se banwane ka :) :p",2
abey confessor be healthy . . . be happy . . . . . bhad m jaye dungiya . . aur vese bi haddiyo pae to kutte marte hai :d :d,0
Just a bunch of hairs there,1
me and @someUSER booked in to see a good day to die hard on february 14 2013 (valentine's day) .,2
Batman vs superman,0
"bhai tu jo bhi hai , par jo bhi tu post krta h , sidha dil tak aati hai . . . . . . lag raha bhai aise hi . . . .",0
salman bhai muje ek gaddi gift krde yr ?,2
Kaisa chal rha clg😊,2
bhai mere papa to pehle peet lete the uske baad paise dete the . . . . . . . . . . par us time ke 2 rupye bhi aaj ke 200 rupye se jayda the :) :),0
"drew peterson may be convicted , but there is still conflict going on http/URL #whenwillitend #localnews #chicago",2
"or kitni 4...,",2
tv to abhi bhi chalu hai,2
Hahahaha,0
"#linsanity "" @someUSER jeremy lin was a +23 for rockets in his debut . that's the 2nd-best plus-minus for him in any game in his career . """,0
crazy i was in a meeting with an old nba player that was picked 3rd before larry bird,2
Han hopefully startup successful ho jaaye,2
Han yaar,1
Salman bhai kaha hai,2
"if you thought that 3jp bhakts will stop ""save this tweet"" kind of remarks, you were wrong. #aapsweep #aapstorm https://t.co/3ww08jdl5u",1
har kisis ki na kisi k sarkar par har baar luat te hain hume par hum kuch keh nhi sakte inhe kyon hum to keh te hai ab ki har hai ek sarkar jo lute hume bar bar,1
"first time listing to red: "" does this diva think she's avril lavigne ? "" 2nd - 54th time: can't . stop . listening .",0
kaafi dino baad nazar aaya udbulaao . . . lgta h south africa jake aaya h #badlapur_aka_layak :p,2
arnab is the first jurno who will return his offc n house 's lands to farmer who sold it to him. bravo arnab. #landacquisitionbill,2
Kya black ladkiyo ko b swiss bank meh bnd kiya gya hai ... D p,1
Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai,2
duwa karo india ya phir dhoni jite world cup,0
"before fielding bedi, bjp should have known that delhi isn't 'safe' for women. #aapsweep #aapstorm #aapkidilli #kiskidilli",1
Kya kr re o,2
ahaa voh dinnn ! ! ! chupke se paise le ke comics khareedna :p :p aweesomeeee days ! !,0
Sallu bhaijaan ko salam,2
"kruti jain, director @kumarbuilders - budget has increased cost of houses directly by 0.5% due to increase in service tax #unionbudget2015",2
"tayyar ho gaye kab se,ab jaldi aao!",2
Monday,2
hahaha y to game k sath free ati thi . . . but seriously yar isko khel khel k bade hue h hum . . . i still miss those days .,2
Bolo naa kyaa karo salman ?,2
Hmm.. 😄😄😄,2
hmmm salman etna intezar krana thk nhi apne fans ko..,2
Chalega tu bhi na ??,2
lv u salmn,0
arvind kejriwal granted exemption from psnl appearance by delhi court in a defamation complaint filed against him by an advocate #aapsweep,2
"#270 I need some IITian+en_suffix frnds , I don't mind boys or girls . If interested add me at this email ID kaaqib@yahoo.in",2
admin ..... 4head pe kis krna meanz care fo ua gf ......!!! tm jda galt na sikha0 use /,2
"parents ko bolo boyfriend dhund de , fir no family problems ! !",2
You will be announcing the winner on 1st April ! How do we know its not a prank ? P,2
my roomie has a decently hot girlfriend since 2 and a half years and he's never had sex . i think i'm more disappointed than he is .,1
hey bhagwan . . . yeh movies bachcho ka satyanash kar rahi hain . . :-o :o,1
"Hiiiii, kya yeh dream hai?",2
great babulal meena,0
"sabse accha tha jab sharma ji ne apne ladke ko maara . . ye drishya wakai frame karne yogya hai . . ek cheez miss ho gyi . . sharma ji ko kehna chahiye tha . . "" 4 log kya kahenge "" :)",1
@someUSER @someUSER can't really remember but i think it was capello's 2nd and we started with 9 or 10 wins and ended with chimenti,0
"espn- indians fire manager acta with six games left: the cleveland indians fired manager manny acta on thursday , . . . http/URL",2
"Kal tu b usi get up me aio . fir jo hse , usse puch lio , pta chl jaega ... itna mt soch ... BTW ye front benchers aise hote h kya ??? o",2
"Itni energy vaala perhaps he koi p.m.raha ho india ka, aapkey liyye bhagvaan se prey kertey hai, sabka saath... Sabka vikas....jai ho",0
"this summer will be the most dreadful summer for delhites. no electricity, no water, aur wifi ha ha ha ha.... #aapcheater #delhidecides",1
guddu bhai agle unit mein gaint mario nd mooon mario bhi aayega . . . . . . . ayyyeeeeee,2
priyanka lao delhi bachao...lekin ab bachane ke liye bacha kya hai? - @sudhirchaudhary. #aapsweep.,2
salman apki sch bht achi hy.... ALLAH PAK sb thek kren gy .ap preshan mt hn. stay blessed,0
Ramzan me sabki madad karte ho aap isiliye vo aaye the,0
acha acha chalo theek hai,2
H hehe,0
"saale etna tou galaxy s hang ni hota , jitni teri english hang hang hang hai",1
"obviously , i am not a fan of dream high 2 and i haven't even watched it ! well , i watched the 1st ep , that's where i heard that song ! ^^",1
Hangman chal Hi kaha ra h ?,2
"Tayyr,hai sllu bhaijaan",2
kal modiji nagpur jar nam len sir he vinti aahe sir,2
but you must tell ki pehle wale mein kya buraai thi,2
Bewkoof bana rha hai koi .Salman itna free nhi hai. Jo chat krne baithey. Fake account hai yeh,1
admi hi tha aur kaun karega ye sab kuch mat socho hamare pm to pura desh chala rahe hai,0
Madhar chod sale kutte ki aoulad salman khan ki ma ka bhosha,1
@someUSER hey sue . so excited to see you at wppi u tomorrow . we're coming don canada and would love to buy you a drink . @someUSER,0
mee . . . india ki lag gyi aaj :/,1
congratulations delhi for chosing @arvindkejriwal as ur valentine cm #aapstorm sweeps #feb10witharnab @timesnow,2
Padhai karle,1
"garbage bin kuch shaadi wadi , padosiyo se ladai , gumne ki trip wagerah ke post bhi dalo . . . . .",2
aap may keep out 3 former ministers from new cabinet - economic times: http://t.co/hppeldgfrd #aapsweep -retweet please,2
Akshat hadg ag stringg ofg affairsg . Rohit beingg mochu blogg likta rehta hai,2
tussi kamal ho faizal bhai . . . . .,0
Soooooooooo lambaaa confession ... padte padte ninni ajayegi ... ' p,2
Sorry frndz salman sir thore bzy hain abi aaty hain 5 mint me.,2
Lata b bol rhi thi bht din se,2
Owsome look bhaijan,0
Padhai hi to chalti hai,2
garbage bin please launch your comics . . . it will be a big hit please . . :),0
Arre,1
Bhikari eid Ka jkate sedka fitra lene aa rha he,1
So sweet of u mam,0
Ap se Sirf ek swal krunga bhi jaan,2
Eid ke phle realese mt krna sir jee..,2
Kal dikhega ka salman ka star dum,0
Kya bhej Rahe ho ?,2
bhai sahab . . . guddu ne jism movie dekhli lagta hai :),0
oye duniya walo sunnn lo zara !!!!! #wewontgiveitback #indvsuae,2
Arya Janaki Hahahahah ... du k page per ... bygod ... khule aam besti h ye toh ! XD! '( . AnMol Dogra,2
Hi Di..,2
aap btao,2
woke up now and saw the score. why was everyone pissed off at the team? it doesnt seem that bad #indvssa,1
to tera matlb har bura kam karne vala aadmi musalman hota h Great thinking h bhai my midle finger salute u,1
Kha khub bahar ka,1
Modiji to apne desh ko aage le jane ke liye bhut kuch kr rhe hai ab desh ke youngest ko jag ne ki bari hai ..... jay hind,0
"gavaskar is so unlucky tht even a uae player naming ""rohan"" wsnt being abl to b there 4 few minutes. #indvsuae",1
everday barking dogs bark against #msgyouthicon online but babber sher @gurmeetramrahim is on his way of human welfare without caring.,1
India ki aan baan shaanone only one salman khan,0
Aisa kar uska band baja uski bandiyo k saamne ..... u'll feel fantastic,1
bhai bahar se khake aaya hun na,2
"Bhai hisar,haryana m aajao",2
waaahhhhh kyaaaaaa baaattt,0
the vow ! love this movie . if you are meant to be with your loved one it will happen no matter what obstacles you may face ! #truelove #exists,0
Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai,2
Is desh ko jarurat h guidelines ki Varna itani jayada aabadi ka desh world no.1 nahi ho sakta.jo vikas ke raste mai aata hai. Usko hamesha ke liye khatam kar do. Chahe wo koi party ho ya galat insan desh ko tarakki chahiye kisi bhi keemat par.,2
eid mubarak love u salman,0
yo yo . . . peeli wali cassette :d,2
Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,1
Hey u oll fools who evr hav cmntd against or nt in favor f tis post .. jst to shw tat u r very smart or diff .. u shud nt frgt the one b,2
thank u,2
applications are due this friday november 2 ! ! ! let this video of yes prep senior signing day inspire you as . . . http/URL,0
opposition &amp; critics would be searching for the harsh words &amp; phrases which they can speak out after #railbudget2015 .,1
dude exactly same here ... after 3 years we broke up coz it was affecting my career her caeer and not able to enjoy also ..,2
Oye,1
"rt @insan_divya: #msgyouthicon wo ibadat kis kam ki jisme papa apka khyal na ho, wo ruh kis kam ki jisme tere pyar ka nasha na ho",0
aisa hosla jab yuvi fail hua tha tab bhi dikhata yaar faizal .,2
Woh 200 pageg ki hai,2
haa ab bs yahi bacha h confession page k nam pr -P,1
"\ "" We ourselves feel that what we are doing is just a drop in the ocean . But the ocean would be less because of that missing drop . \ "" -)",0
tu ab keya jitye ga wold cup,2
meri maa 5 mangne pe 2 deti thi 10 mangne pe 5 :d still she is the best,0
Aaj ki party mere taraf se..,2
kejriwal gets a good opportunity to show other state's cm how to work. best of luck. #aapsweep,0
"jennifer hudson , others perform at whitney houston tribute: just before the grammys in february . . . http/URL #fashion #style",2
Ap sub ki firki le rhe ho kya'?,2
zakat milegi is eid pe,0
i just may be the only person who still play temple run,2
dont be upset friend jiska koi nahi hota uska facebook hota he .,0
aur tata wala namak aur tea bechta hai . . infosys ek cyber cafe hai . .,1
kiya kismat hai,2
"shit , yeah , it's thursday , russell howards good news and celebrity juice is on",0
India mein around 65k ka hai.,2
Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den,2
kitna bhi daant nikalo par guddu ki hasi ka koi jod nahi . . :d :d asal khushi aisi hi hoti hai garbage bin :),0
jo parsasan ki wife is country me surakshit ni he to ye parsasan aam aadmi ki kya raksha karege khak accha kiya,1
guddu baut agakaari ho gya hai . . . . .,0
loveeeeeee uuuuuuu yaar thak gai tum hi reply,0
SirAapne Jo musalmaano ke khilaaf statement diye wo galat he,1
5 mnt or,2
Password,2
Ami tomar sathe kotha bolte chai Bhaijaan.,2
Mera b Sahi chal ra hai yaar,2
Apne naam se khan hatalo,1
plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,0
aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(,1
7:15pm tomorrow night i have a date with denzel ! #flight i can't wait !,0
we're experiencing some issues with fuel tv (ch 39) . should be back up friday or monday .,0
"c'mon cam and the panthers ! u r the missing link in my quinfecta weekend . hard to do . . . app win , unc win , state loss , dook loss , panther win",2
Bhai apni dusri site pe busy hai shayad lekin yaha aayenge jarur,0
"most common nights to order pizza: nye , jan 1 , day before thanksgiving , super bowl sunday , halloween . http/URL",2
"i kissed my gf under eiffel tower , something great to remember for rest of my life . we both are from iitb .",0
in 2012 NSUI Won 3 Seats #ABVP 1 Seat . 1 Speech of Narendra Modi in DUSU & Results are reverse #NaMoMagic+en_suffix,2
hahahahaha . . . . . . . . . . . hota hai aisa . koi na koi panauti baithi hoti hai kahi na kahi pe .,1
"now that aap winning, uganda can ask its citizens to come back. #delhidecides",2
sirf ek ak ne poori bhajpa hilla daali,0
Salman khan sir suna ha ap PAKISTAN ah rahy ha,2
sabse bakbaas was pin ball .,1
bhai i hate u garbage bin u make me cry,1
bhai awesome . sab log seats se chipke raho jab tak wc na jeet jayein hum .,0
Docks par tha,1
india . . . . india . . . . jai hoooooo . . . .,0
"luncher paaji jab biscuit kha rahe hain to "" sudup sudup "" ho rahi hai aur jab chai pee rahe hain to "" chabar chabar "" ? ?",2
"Bhar do jholi meri y Muhammad mujhko Salman sir. S milado, jb tak aap bana d n bigri dr s n jao khli",0
english newspaper laga do :),2
Pakistan kyo jayega salman,2
Abhe 2 mint han yaar,2
yu toh main batlata nahi . . par fikkar teri karta hu main maa . . . . . . . . .,0
@someUSER well tomorrow you have to share a bed with ash . . . . . . . . . . . . . i dont really know what is worse ! !,1
modiji yehi voh desh hai jo hume aur mazbut banayenge,0
sale kamine family ke sath drink party bhi hoti hai tere ghar pe . . . apne baap ke sath kyu nahi drink karta . . ! agar drink party nahi hoti to aaj uske grandpa jinda hote . . . !,2
u got guts gurl dat u're facing ol dis god bless you #respect,0
"danyavad bahi ji,shubharatri ji",0
Aap ka bajrangi baijaan main aap ka naam kya hai,2
desh ko bachane nikle the abhi #kejriwal ko bachane mei zoor laga rahe hai #aap #aapfundingscam #nta9 @sambitswaraj #delhi #hawalaatmidnight,1
"colleague towed the con-line on #landacquisitionbill, before i explained the bill to her. more than con, media is anti-people",1
iam not sure if #reggie realizes this but statistically gary carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm,0
"bc kisne kaha tha apna alag desh maangne ke liye. mrate raho ab. bijli hai ni, chle the match jeetne #indvspak",1
ye pschyo kbhi winner nahi hota agr salman & farah ka haath na hota .,1
pahle bar sun raha hoon angreji aur hindi main ek sath commentary . . sahi hai . . .,0
"al pacino to play joe paterno in biopic . . this is going to be his 2nd film where he says "" say hello to my little friend "" -@someUSER",2
"haha reminds me of the time , when picked up for getting the chalk was considered to be an honor . . ! !",0
Shadi*,0
missing my family far away . . :( . . . the same way i used to celebrate new year . . .,1
Yahan behisab garmi hai yaar ??,2
bas 1 min aur,2
kitne din tak b'day celebrate hoga oldmonk ka . . . ab is cover ko hata bhi de bhai :p,2
tym kbka ho gya...whr r u,2
I'm superman but salman ka fan,0
#railbudget2015 kaisa raha fir aapka budget?? @manojpnd @mcgautam @chutkla @mahabeerr @ashirbad20,0
i sang an avril lavigne song for the talent show in the 5th grade . . i loved her so much,0
bhai ye grah shobha ke cover page ko back cover bana diya,2
Eid ke din salman apni maiya chudae,1
"\ "" Issues on Indo-china border ? Duh ! Who cares , lets watch salman and srk and enjoy the cricket\ "" ~ indian+en_suffix people policy",2
rita bahuguna arguing still. amazed at the stubbornness of #congress. nikalo aham ki patti aankon se..#delhidecides,2
"#beefban proud to be a #hindu kyuki mera dharm doodh bahane ki ijazat deta hai, khoon bahane ki nahin",0
it's midnight on the east coast which means its @someUSER birthday ! happy 20th birthday nick j ! ! ! ! ! ! ! ! ! ! &lt;333,0
Soootenhi hu ??,2
"Dimag fir gya h admin ka , Abbe AISA is much bettr den nsui n Abvp , huh",1
bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,2
markets reaction to the budget was all over the place excluding late hour recovery...given the hype it disappointed...#unionbudget2015,1
"fuck you , band that covered it on friday night , and fuck you ricky martin for existing in the first place you big jerk .",1
Sir it not fair RAMJAN KA MAHINA HA PICHA RAH GAE HM sayad mukadar me nh tha !,1
Abe bhai ne sikahya tha agr tamik nai aati to bolte hai tamil teri yada Han malum hai Maje lera tha Tariyadi bolte h.. Precisely 😊😊😊,0
#mcg was so blue today that it looked mumbai crickrt ground. #indvssa #worldcup,2
i don't want to take act tomorrow . ):,1
so disappointed with the movie ghost rider: spirit of vengeance . so not better than the 1st ghost rider movie,1
Lagta hai darr gaya#UTurn,1
Salman khan criminal.,1
"hum indians to pen lekar bhi wapas nahi karte , world cup toh bohot dur ki baat hai",0
log eng ki itni ese-tesi kese kr skte h ????,2
rt @mightgiveitback: @bhaiyyajispeaks cock ke cock lag gaye.. #indvssa,1
apni mummy ko bhi item bolta hai kya sale . . . . jerk . . .,1
"#aapsweep aap hi aap ,bhaki sab shaf . puri delhi ki safai ho hai hai",2
"@gurmeetramrahim #msgincinemas poori raat papajiii eh hi sochde rahe k kal nu ki pona,,kida ready ho k jana,,hooting krni aa,dance krna hehe",2
i think i may have a heart attack for jason wu's new collection . so charlotte rampling in the night http/URL,0
hi khadus kya ho rha hai kha ho,2
agar izzat nahi rahi to ucchalo bhi mat yaar ( y ),2
"@someUSER mt@someUSER the baltimore sun reporting that the redskins have just cundiff-ed billy cundiff """,2
the new star sports ad takes the cake. #cwc2015 #starsports #indvsuae,2
"i'm so happy for @someUSER :) she is finally showing the world what she gots ! blake , hey monday , and now just cassadee pope ! &lt;3",0
i've also done this . . . . :d,2
netaji aur laluji ke rishte mein modi ji apna rishta pakka kar aaye! rt @ndtv: sp president mulayam singh yadav praises the #railbudget2015,0
4 baj gaye par baat abhi baaki h,2
koi isko pani pilao re baba . . . tharki insaan . .,1
Abe dhkan ... 3 idiot thodena chal rhi h ... ki kuch bi bkwaas krega or job mill jayegi .. Dat ws just a normal ques ... D,2
thand ki wajah se life ek dum lul ho gyi hai . . .,1
hilane hi to gai to ls election me aur khud hil gai thi,1
Plz mera dream true kardona bhaii,2
"bloody idiot confessor , take ur MAYBE in ur hole , Idiot abey itna confuse toh koi ek tarfa aashiq bhi nahi hota , itna MAYBE hi karna tha toh confession hi kyu daala , beer ke baad pauua pi ke soja ta ...",1
Bete sahi h,0
Nic pic salman,0
Uberg h tere paas ? ?,2
Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),0
i have played through mass effect 3 16times and just started my 17th run only diffrence thia time is default femshep xd,2
modi ji flop ho gai ye bhi apki rally modi lehar delhi me nahi rahi hehehe,1
Salman aaja ghar mere eid par,2
"was a gloomy day . but when i saw delhi poll results ,it gave me great laugh. thanks delhi. #delhidecides",0
Hum to,2
naye bat ka throw kholne ka apna maaza tha bhai . . .,0
mene b exactly same banaya tha . . . . feelin so emotnl . . . hats off faisal . . . love uuuyyy,0
Bhai 4 baj gye h,2
red delays new price anouncement till tomorrow 6pm . sounds like they want to dig for sony prices some more .,2
rt @gareebguy: kisan ki zameen lelogay toh bichara atmahatya kaha karega? #landacquisitionbill,0
Loan process k liye,2
Uski mail par tujhe ek,0
bhai bolo to sahi,2
100 ban gaye aab khush ghar jaaaoo uae #indvsuae #bleedblue,2
Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,1
"koi dusraa naam nai mila kya, is se pehle bhi Hero naami kayi filme pit chuki hai..",1
dr . mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution . congratulations to #egypt !,0
vow is likely to return from a midsummer break in the prix de royallieu at longchamp on saturday . http/URL,2
kya pagalpanti hai . . . ghar se bhag jana kisi problem ka solution nahi hai . . . be brave yaar . . . aur sach bata de sabi ko .,0
an estimated worldwide tv audience of one billion will make it the most watched cricket match in history.#iccworldcup2015 #cricket #indvspak,0
kya karna hai,2
vrryy vrrrry nicee trailor,0
aaj ki party fb pe salman bhaijaan ki tarf se,0
@someUSER what do you expect thursday ? are you going to pull out that mikey magic on duels day again ? #hopeso,2
""" @someUSER i want tang jun for christmas . "" i want him on valentines as well ! ! !",0
"With nanotechnology era coming along , interdisciplinary research thinking is coming along and for that any engineering or science studies would do D",0
sweet cute childhood wali harkaty . . :),0
Bde log ??,2
Ohhhh mai nai gyi Jaana b mat.. Pagal ho jygi,1
kaisa hai sallu bro...,2
aaj stuart binny ko khalana chahiye tha dekhna tha tond ke sath bhagte huye kaisa dikhta h #indvsuae,1
Salu phone numbe ka sawal hai baba :P,2
Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .,0
"first 24 hours in london got given a free rail card , saw 3 squirrels going to work , may have found a home &amp; there's big alan rickman posters",2
mast hai bahi,0
my salman khan,0
apple ceo apologizes for error-ridden new map app - apple ceo tim cook apologized friday for the company&amp;#039;s erro . . . http/URL,0
Kay kahna chah rahi ho,2
Koi change na kara,1
New game bheja hun ek mail check kar,0
Toh kya hua .. Khali road par,2
